"TYPE";"Référence";"Désignation";"Etat";"Commentaire";"Prix d'achat dont ecotaxe";"EcoTaxe";"Eco Mobilier";"Type";"Fournisseur";"Fabriquant";"Catégorie";"Sous Catégorie";"Loyer";"Durée";"Visible sur le site";"EAN";"Description";"id_document_contrat :";"url image"
"PRODUIT PRINCIPAL";"28171NTE91749NTE";"Système Interacoustics OtoRead Dépistage pour dépistage de la surdité du nouveau-né - OtoRead Dépistage avec DPOEA et imprimante";"actif";"Système Interacoustics OtoRead Dépistage pour dépistage de la surdité du nouveau-né - OtoRead Dépistage avec DPOEA et imprimante";6519,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Interacoustics";"MEDICAL";"Matériel d'audiométrie";128,71821612;60;"Oui";;"Système Interacoustics OtoRead Dépistage pour dépistage de la surdité du nouveau-né - OtoRead Dépistage avec DPOEA et imprimante";;"https://www.hexamed-leasing.fr/29934-home_default/systeme-interacoustics-otoread-depistage-pour-depistage-de-la-surdite-du-nouveau-ne.jpg"
"PRODUIT PRINCIPAL";"28119ARD";"Electrocardiographe ECG Cardioline 100L (3/6 pistes) avec interprétation";"actif";"Electrocardiographe ECG Cardioline 100L (3/6 pistes) avec interprétation";1475,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Cardioline";"MEDICAL";"Electrocardiographes ECG";29,25096188;60;"Oui";;"Electrocardiographe ECG Cardioline 100L (3/6 pistes) avec interprétation";;"https://www.hexamed-leasing.fr/30233-home_default/electrocardiographe-ecg-cardioline-100l-36-pistes-avec-interpretation.jpg"
"PRODUIT PRINCIPAL";"27572LCM";"Lecteur de bandelettes urinaires Siemens Clinitek Statut+";"actif";"Lecteur de bandelettes urinaires Siemens Clinitek Statut+";1350;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"LCM La centrale medicale";"MEDICAL";"Matériel pour analyses biologiques";26,788454;60;"Oui";;"Lecteur de bandelettes urinaires Siemens Clinitek Statut+";;"https://www.hexamed-leasing.fr/31936-home_default/lecteur-de-bandelettes-urinaires-siemens-clinitek-statut.jpg"
"PRODUIT PRINCIPAL";"25655IHO";"Electrocardiographe ECG numérique Nihon Kohden Cardiofax-M2350 (12 pistes)";"actif";"Electrocardiographe ECG numérique Nihon Kohden Cardiofax-M2350 (12 pistes)";2990,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"NIHON KOHDEN";"MEDICAL";"Electrocardiographes ECG";59,25800188;60;"Oui";;"Electrocardiographe ECG numérique Nihon Kohden Cardiofax-M2350 (12 pistes)";;"https://www.hexamed-leasing.fr/32913-home_default/ecg-numerique-nihon-kohden-cardiofax-m2350.jpg"
"PRODUIT PRINCIPAL";"25653IHO";"Electrocardiographe ECG numérique Nihon kohden Cardiofax-S2250 (6 pistes)";"actif";"Electrocardiographe ECG numérique Nihon kohden Cardiofax-S2250 (6 pistes)";1890;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"NIHON KOHDEN";"MEDICAL";"Electrocardiographes ECG";37,507224;60;"Oui";;"Electrocardiographe ECG numérique Nihon kohden Cardiofax-S2250 (6 pistes)";;"https://www.hexamed-leasing.fr/32918-home_default/electrocardiographe-ecg-numerique-nihon-kohden-cardiofax-s2250-6-pistes.jpg"
"PRODUIT PRINCIPAL";"28162ARD-PACK92404ARD-PACK";"Pack promo ECG Cardioline 100L (3/6 pistes) avec interprétation + sacoche + papier + électrodes - avec câble à pression";"actif";"Pack promo ECG Cardioline 100L (3/6 pistes) avec interprétation + sacoche + papier + électrodes - avec câble à pression";1389,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Cardioline";"MEDICAL";"Electrocardiographes ECG";27,57644612;60;"Oui";;"Pack promo ECG Cardioline 100L (3/6 pistes) avec interprétation + sacoche + papier + électrodes - avec câble à pression";;"https://www.hexamed-leasing.fr/33009-home_default/electrocardiographe-ecg-cardioline-100l-6-pistes.jpg"
"PRODUIT PRINCIPAL";"28161ARD-PACK92404ARD-PACK";"Pack promo ECG Cardioline 100L (3/6 pistes) avec interprétation + sacoche + papier + électrodes - avec câble à fiches banane";"actif";"Pack promo ECG Cardioline 100L (3/6 pistes) avec interprétation + sacoche + papier + électrodes - avec câble à fiches banane";1389,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Cardioline";"MEDICAL";"Electrocardiographes ECG";27,57644612;60;"Oui";;"Pack promo ECG Cardioline 100L (3/6 pistes) avec interprétation + sacoche + papier + électrodes - avec câble à fiches banane";;"https://www.hexamed-leasing.fr/33009-home_default/electrocardiographe-ecg-cardioline-100l-6-pistes.jpg"
"PRODUIT PRINCIPAL";"28363RAF";"Prestation de mise en service avec formation pour défibrillateur Philips HS1 et FRx";"actif";"Prestation de mise en service avec formation pour défibrillateur Philips HS1 et FRx";179,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel d'urgence médicale";3,71976188;60;"Oui";;"Prestation de mise en service avec formation pour défibrillateur Philips HS1 et FRx";;"https://www.hexamed-leasing.fr/33206-home_default/prestation-de-mise-en-service-avec-formation-pour-defibrillateur-philips-hs1-et-frx.jpg"
"PRODUIT PRINCIPAL";"28364RAF";"Forfait de maintenance pour défibrillateur Philips HS1 et FRx";"actif";"Forfait de maintenance pour défibrillateur Philips HS1 et FRx";179,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel d'urgence médicale";3,71976188;60;"Oui";;"Forfait de maintenance pour défibrillateur Philips HS1 et FRx";;"https://www.hexamed-leasing.fr/33215-home_default/forfait-de-maintenance-pour-defibrillateur-philips-hs1-et-frx.jpg"
"PRODUIT PRINCIPAL";"22762OBE";"Plateau gynécologique pour fauteuil Mobercas";"actif";"Plateau gynécologique pour fauteuil Mobercas";34,8996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";0,88097612;60;"Oui";;"Plateau gynécologique pour fauteuil Mobercas";;"https://www.hexamed-leasing.fr/33249-home_default/plateau-gynecologique-pour-fauteuil-mobercas.jpg"
"PRODUIT PRINCIPAL";"27707OBE";"Reposes-pieds amovibles pour fauteuil Mobercas";"actif";"Reposes-pieds amovibles pour fauteuil Mobercas";167,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";3,48336188;60;"Oui";;"Reposes-pieds amovibles pour fauteuil Mobercas";;"https://www.hexamed-leasing.fr/33248-home_default/reposes-pieds-amovibles-pour-fauteuil-mobercas.jpg"
"PRODUIT PRINCIPAL";"28365OBE";"Paire de repose-jambes gynécologique pour divan ou fauteuil d'examen Mobercas";"actif";"Paire de repose-jambes gynécologique pour divan ou fauteuil d'examen Mobercas";417;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";8,408354;60;"Oui";;"Paire de repose-jambes gynécologique pour divan ou fauteuil d'examen Mobercas";;"https://www.hexamed-leasing.fr/33250-home_default/paire-de-repose-jambes-gynecologique-pour-divan-ou-fauteuil-d-examen-mobercas.jpg"
"PRODUIT PRINCIPAL";"28366OBE";"Tablette réglable rotative pour fauteuils Mobercas";"actif";"Tablette réglable rotative pour fauteuils Mobercas";287,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";5,84736188;60;"Oui";;"Tablette réglable rotative pour fauteuils Mobercas";;"https://www.hexamed-leasing.fr/33251-home_default/tablette-reglable-rotative-pour-fauteuils-mobercas.jpg"
"PRODUIT PRINCIPAL";"28367OBE";"Repose-tête pour table de verticalisation Mobercas";"actif";"Repose-tête pour table de verticalisation Mobercas";537,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";10,79204612;60;"Oui";;"Repose-tête pour table de verticalisation Mobercas";;"https://www.hexamed-leasing.fr/33252-home_default/repose-tete-pour-table-de-verticalisation-mobercas.jpg"
"PRODUIT PRINCIPAL";"28368OBE";"Poignées de maintien pour table de verticalisation Mobercas";"actif";"Poignées de maintien pour table de verticalisation Mobercas";441,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";8,90084612;60;"Oui";;"Poignées de maintien pour table de verticalisation Mobercas";;"https://www.hexamed-leasing.fr/33253-home_default/poignees-de-maintien-pour-table-de-verticalisation-mobercas.jpg"
"PRODUIT PRINCIPAL";"28369OBE";"Goniomètre pour table de verticalisation Mobercas";"actif";"Goniomètre pour table de verticalisation Mobercas";87,6;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";1,919174;60;"Oui";;"Goniomètre pour table de verticalisation Mobercas";;"https://www.hexamed-leasing.fr/33254-home_default/goniometre-pour-table-de-verticalisation-mobercas.jpg"
"PRODUIT PRINCIPAL";"28373OBE";"Commande manuelle (2 moteurs simultanés) pour divan ou fauteuil d'examen Mobercas";"actif";"Commande manuelle (2 moteurs simultanés) pour divan ou fauteuil d'examen Mobercas";78,2004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";1,73400188;60;"Oui";;"Commande manuelle (2 moteurs simultanés) pour divan ou fauteuil d'examen Mobercas";;"https://www.hexamed-leasing.fr/33255-home_default/commande-manuelle-2-moteurs-simultanes-pour-divan-ou-fauteuil-d-examen-mobercas.jpg"
"PRODUIT PRINCIPAL";"28374OBE";"Pédale de commande (2 moteurs simultanés) pour divan ou fauteuil d'examen Mobercas";"actif";"Pédale de commande (2 moteurs simultanés) pour divan ou fauteuil d'examen Mobercas";78,2004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Mobercas";"MEDICAL";"Accessoires pour mobilier médical";1,73400188;60;"Oui";;"Pédale de commande (2 moteurs simultanés) pour divan ou fauteuil d'examen Mobercas";;"https://www.hexamed-leasing.fr/33256-home_default/pedale-de-commande-2-moteurs-simultanes-pour-divan-ou-fauteuil-d-examen-mobercas.jpg"
"PRODUIT PRINCIPAL";"28382RAF92431RAF";"Défibrillateur Philips FRx semi-automatique - Pack Standard";"actif";"Défibrillateur Philips FRx semi-automatique - Pack Standard";1680;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"-";"MEDICAL";"Défibrillateurs";33,289454;60;"Oui";;"Défibrillateur Philips FRx semi-automatique - Pack Standard";;"https://www.hexamed-leasing.fr/33290-home_default/defibrillateur-philips-frx-semi-automatique.jpg"
"PRODUIT PRINCIPAL";"PM28382RAF92431RAF";"Défibrillateur Philips FRx semi-automatique - Pack Plus";"actif";"Défibrillateur Philips FRx semi-automatique - Pack Plus";1820,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"-";"MEDICAL";"Défibrillateurs";36,04746188;60;"Oui";;"Défibrillateur Philips FRx semi-automatique - Pack Plus";;"https://www.hexamed-leasing.fr/33290-home_default/defibrillateur-philips-frx-semi-automatique.jpg"
"PRODUIT PRINCIPAL";"17264IMA-OCC";"Sonde linéaire 75L38EB pour échographes à ultrasons Mindray DP-10 et DP- 20";"actif";"Sonde linéaire 75L38EB pour échographes à ultrasons Mindray DP-10 et DP- 20";1647,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Gima";"MEDICAL";"Sondes pour échographes portables";32,65904612;60;"Oui";;"Sonde linéaire 75L38EB pour échographes à ultrasons Mindray DP-10 et DP- 20";;"https://www.hexamed-leasing.fr/33331-home_default/sonde-lineaire-75l38eb-pour-echographes-a-ultrasons-mindray-dp-10-et-dp-20.jpg"
"PRODUIT PRINCIPAL";"28421IMA";"Pompe à micro-perfusion Gima";"actif";"Pompe à micro-perfusion Gima";987;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"Gima";"MEDICAL";"Matériel pour analyses biologiques";19,637354;60;"Oui";;"Pompe à micro-perfusion Gima";;"https://www.hexamed-leasing.fr/33351-home_default/pompe-a-micro-perfusion-gima.jpg"
"PRODUIT PRINCIPAL";"28424RAF";"Cardiotocographe / Moniteur foetal pour grossesse multiples EDAN F15";"actif";"Cardiotocographe / Moniteur foetal pour grossesse multiples EDAN F15";7710;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Cardiotocographes";152,080454;60;"Oui";;"Cardiotocographe / Moniteur foetal pour grossesse multiples EDAN F15";;"https://www.hexamed-leasing.fr/33364-home_default/cardiotocographe-moniteur-foetal-pour-grossesse-multiples-edan-f15.jpg"
"PRODUIT PRINCIPAL";"28425RAF";"Cardiotocographe / Moniteur foetal pour grossesse multiples EDAN F15 AIR";"actif";"Cardiotocographe / Moniteur foetal pour grossesse multiples EDAN F15 AIR";8030,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Cardiotocographes";158,38446188;60;"Oui";;"Cardiotocographe / Moniteur foetal pour grossesse multiples EDAN F15 AIR";;"https://www.hexamed-leasing.fr/33377-home_default/cardiotocographe-moniteur-foetal-pour-grossesse-multiples-edan-f15-air.jpg"
"PRODUIT PRINCIPAL";"28426RAF";"Capteur à ultrasons 12 cristaux filaire pour cardiotocographe EDAN F15";"actif";"Capteur à ultrasons 12 cristaux filaire pour cardiotocographe EDAN F15";755,0004;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";15,06696188;60;"Oui";;"Capteur à ultrasons 12 cristaux filaire pour cardiotocographe EDAN F15";;
"PRODUIT PRINCIPAL";"28427RAF";"Capteur à ultrasons 12 cristaux sans fil pour cardiotocographe EDAN F15 AIR";"actif";"Capteur à ultrasons 12 cristaux sans fil pour cardiotocographe EDAN F15 AIR";1380;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";27,379454;60;"Oui";;"Capteur à ultrasons 12 cristaux sans fil pour cardiotocographe EDAN F15 AIR";;
"PRODUIT PRINCIPAL";"28428RAF";"Capteur TOCO filaire pour cardiotocographe EDAN F15";"actif";"Capteur TOCO filaire pour cardiotocographe EDAN F15";864,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";17,23394612;60;"Oui";;"Capteur TOCO filaire pour cardiotocographe EDAN F15";;
"PRODUIT PRINCIPAL";"28429RAF";"Capteur TOCO sans fil pour cardiotocographe EDAN F15 AIR";"actif";"Capteur TOCO sans fil pour cardiotocographe EDAN F15 AIR";1560;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";30,925454;60;"Oui";;"Capteur TOCO sans fil pour cardiotocographe EDAN F15 AIR";;
"PRODUIT PRINCIPAL";"28431RAF";"Module maternel pour capteur TOCO du cardiotocographe F15 et F15 AIR";"actif";"Module maternel pour capteur TOCO du cardiotocographe F15 et F15 AIR";426;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";8,585654;60;"Oui";;"Module maternel pour capteur TOCO du cardiotocographe F15 et F15 AIR";;
"PRODUIT PRINCIPAL";"28430RAF";"Papier pour imprimante du cardiotocographe EDAN F15 et F15 AIR";"actif";"Papier pour imprimante du cardiotocographe EDAN F15 et F15 AIR";17,61;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";0,540371;60;"Oui";;"Papier pour imprimante du cardiotocographe EDAN F15 et F15 AIR";;
"PRODUIT PRINCIPAL";"28432RAF";"Sac de transport pour cardiotocographes F15 et F15 AIR";"actif";"Sac de transport pour cardiotocographes F15 et F15 AIR";177,9996;0;0;"Portable";"HEXAMED MATERIEL MEDICAL";"FRAFITO";"MEDICAL";"Accessoires pour matériel de gynécologie, obstétrique";3,70004612;60;"Oui";;"Sac de transport pour cardiotocographes F15 et F15 AIR";;"https://www.hexamed-leasing.fr/33394-home_default/sac-de-transport-pour-cardiotocographes-f15-et-f15-air.jpg"
