"id_societe";"societe";"tel";"ville";"nom_commercial";"code_groupe";"code_client";"code_regroupement";"siret";"date_creation";"relation";"id_owner";"id_campagne";"id_fournisseur";"naf";"activite";"ref";"joignable";"date";"id_assistante";"id_pays";"id_famille";"siren";"avis_credit";"cs_avis_credit";"score";"cs_score";"contentieux";"adresse";"adresse_2";"adresse_3";"cp";"id_contact_facturation";"facturation_id_pays";"facturation_adresse";"facturation_cp";"facturation_ville";"reference_tva";"tva";"latitude";"longitude";"fax";"email";"web";"etat";"nb_employe";"effectif";"id_secteur_geographique";"id_contact_commercial";"id_apporteur";"ca";"id_devise";"structure";"capital";"facturer_le_siege";"fournisseur";"partenaire";"code_client_partenaire";"divers_2";"id_prospection";"id_contact_signataire";"IBAN";"BIC";"nom_banque";"ville_banque";"lastaccountdate";"receivables";"securitieandcash";"operatingincome";"netturnover";"operationgprofitless";"financialincome";"financialcharges";"RUM"
275;"DOCTEUR LEROY MICHEL BONDUES";;"BONDUES";;;;;;"2009-09-21";"suspect";"Matthieu COSSIAUX";;;;"Anésthésiste";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"5 Allée Cloître";;;59910;"";"France";;;;;1,2;50,7014;3,09108;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
278;"DR FRANCOIS COUDEKERQUE BRANCHE";;"COUDEKERQUE BRANCHE";;;;;;"2011-01-31";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"300 rue des Forts";;;59210;"";"France";;;;;1,2;51,0039;2,3841;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
279;"DR LANGRAND MORTAGNE DU NORD";;"MORTAGNE DU NORD";;;;;;"2010-05-05";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"15 place Paul Gillet";;;59158;"";"France";;;;;1,2;50,5036;3,45432;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
280;"DR OLLIVIER SEBASTIEN AULNOYE AYMERIES";;"AULNOYE AYMERIES";;;;;;"2009-03-30";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"118 RUE DE MAUBEUGE";;;59620;"";"France";;;;;1,2;50,2029;3,84958;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
281;"DR VANANDREWELT SIN LE NOBLE";;"SIN LE NOBLE";;;;;;"1994-12-01";"suspect";"Matthieu COSSIAUX";;;;"Chirurgien Dentiste";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"37 Rue de Douai";;;59450;"";"France";;;;;1,2;50,3644;3,11083;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
283;"EUROJAPAN CARS & PARTS NEUVILLE (BELGIQUE)";;"NEUVILLE (BELGIQUE)";;;;;;"2010-02-03";"suspect";"Matthieu COSSIAUX";;;;"Préparation Moteur";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"23 Rue Saint Jean";;;5600;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
284;"FSD FERMETURE SERGE DEMEULENAERE ARMENTIERES";;"ARMENTIERES";"FSD FERMETURE SERGE DEMEULENAERE ARMENTIERES";;;;;"2010-11-19";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"La ruche d'Entreprise";"8 avenue Pierre Brossolette";;59280;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
285;"GARAGE DISTRIBCAR ERQUINGHEM LYS";;"ERQUINGHEM LYS";;;;;;"2010-09-27";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"241 RUE DU MOULIN";;;59193;"";"France";;;;;1,2;50,6731;2,83572;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
286;"GOOSE RECOVER TOURNAI";;"TOURNAI";;;;;;"2012-08-20";"suspect";"Matthieu COSSIAUX";;;;"BCE : 0793.033.396";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"Boite postale 1";;;7500;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
287;"HEXABIO - LABORATOIRE MAROYE ARRAS";;"ARRAS";;;;;;"1995-10-27";"client";"Matthieu COSSIAUX";"Fiche a modifier";;;"Laboratoire";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"35 Rue Paul Doumer";;;62000;"";"France";;;;;1,2;50,2921;2,77189;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
289;"HPM / CLINIQUE AMBROISE PARE WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SERVICE COMPTABILITE";"17 AVENUE DE FLANDRES";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
290;"HPM / CLINIQUE DE LAMBERSART WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SERVICE COMPTABILITE";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
291;"HPM / CLINIQUE DU SPORT WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"Service comptabilité";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
292;"HPM / CLINIQUE LA MAISON FLEURIE WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SERVICE COMPTABILITE";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
293;"HPM / CLINIQUE LA VICTOIRE WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SERVICE COMPTABILITE";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
294;"HPM / CLINIQUE LILLE SUD WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"17 AVENUE DE FLANDRE";;;59290;"";"France";;;;;1,2;50,6652;3,11585;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
295;"HPM / CLINIQUE SAINT JEAN WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SERVICE COMPTABILITE";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
296;"HPM / SAS LE VAL DE LYS / PRATICIENS WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SERVICE COMPTABILITE";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
297;"HPM /CLINIQUE DU SPORT / PRATICIENS WASQUEHAL";;"WASQUEHAL";;"S0";;"INACTIF";;"2010-03-29";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"Service comptabilité";"17 AVENUE DE FLANDRE";;59290;"";"France";;;;;1,2;50,6693;3,13078;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
298;"IMPRIM T-SHIRT HELLEMMES";;"HELLEMMES";;"S0";349;"INACTIF";47759379200013;"2006-10-24";"client";"Olivier DUBENSKI";;;;"Autre Imprimerie";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"63 Rue Chanzy";;;59260;"";"France";;;;;1,2;50,6263;3,10641;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
299;"LA CAVE A DOMICILE TOURCOING";;"TOURCOING";;;;;;"2011-03-23";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"169 RUE DES TROIS PIERRES";;;59200;"";"France";;;;;1,2;50,7243;3,18445;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
300;"LABORATOIRE BULTEZ BILLY MONTIGNY";;"BILLY MONTIGNY";;"S0";283;"INACTIF";31204797000016;"2004-05-12";"client";"Olivier DUBENSKI";;;;"Laboratoire";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"67 Avenue de la République";;;62420;"";"France";;;;;1,2;50,4203;2,90664;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
301;"LABORATOIRE DAMIEN SAINT AMAND LES EAUX";;"SAINT AMAND LES EAUX";;"S0";315;"INACTIF";34185280400010;"2005-01-12";"client";"Olivier DUBENSKI";;;;"Laboratoire";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"27 Rue du 18 Juin 1940";"BP 103";;59732;"";"France";;;;;1,2;50,449;3,43335;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
302;"LABORATOIRE DE LA LYS COMINES";;"COMINES";;;;;;"2009-10-20";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"92 Avenue du Général Leclerc";;;59560;"";"France";;;;;1,2;50,7392;3,0745;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
303;"LABORATOIRE FOSSAERT B. - FIN MC. COMINES";;"COMINES";;;;;;"1996-02-09";"suspect";"Matthieu COSSIAUX";;;;"Laboratoire";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"92 Rue du Général Leclerc";;;59560;"";"France";;;;;1,2;50,7392;3,0745;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
304;"LABORATOIRE HIVES DENAIN";;"DENAIN";;;;;;"1993-11-25";"suspect";"Matthieu COSSIAUX";;;;"Laboratoire";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"3 Place Wilson";;;59220;"";"France";;;;;1,2;50,3271;3,40003;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
305;"LABORATOIRE LOMBARD-BENCHOUKROUN LILLE";;"LILLE";;"S0";324;"INACTIF";40184780100024;"2005-04-13";"client";"Olivier DUBENSKI";;;;"Laboratoire";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"74 Rue du Faubourg des Postes";;;59000;"";"France";;;;;1,2;50,6128;3,04671;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
306;"LECOMTE MICKAEL HOUPLINES";;"HOUPLINES";;;;;;"2010-12-02";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"11 RUE KLEBER";;;59116;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
307;"LEMPEREUR OPTICIENS FLINES LEZ RACHES";;"FLINES LEZ RACHES";;"S0";317;"INACTIF";40977352000013;"2005-01-21";"client";"Olivier DUBENSKI";;;;"Commerce de détail";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"7 Bis rue du Moulin";;;59148;"";"France";;;;;1,2;50,4265;3,18447;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
308;"MAISON DE LA PRESSE ANICHE";;"ANICHE";;;;;;"2003-12-11";"suspect";"Matthieu COSSIAUX";;;;"Librairie";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"4 Place Jean Jaurès";;;59580;"";"France";;;;;1,2;50,3314;3,25046;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
309;"MARBRERIE CARPENTIER ANICHE";;"ANICHE";;"S0";340;"INACTIF";30853307400024;"2006-03-29";"client";"Olivier DUBENSKI";;;;"Pompes funèbres";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"44 Rue Jean Lucas";;;59580;"";"France";;;;;1,2;50,3245;3,24861;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
310;"MICHELE DELOBELLE PREMESQUES";;"PREMESQUES";;;;;;"2009-05-10";"suspect";"Matthieu COSSIAUX";;;;"Infirmière libérale";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"739 Rue Charles De Gaulle";;;59840;"";"France";;;;;1,2;50,6589;2,95954;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
312;"MISTERFRAICHEUR ROUBAIX";;"ROUBAIX";;;;;;"2011-01-27";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"47 RUE DU LUXEMBOURG";;;59100;"";"France";;;;;1,2;50,6915;3,15714;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
313;"MR FOUACHE DANIEL LOOS";;"LOOS";;;;;;"2007-08-09";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"41 Rue Henri Barbusse";;;59120;"";"France";;;;;1,2;50,6108;3,01048;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
314;"MR. FRANK SUKNO SAINGHIN EN WEPPES";;"SAINGHIN EN WEPPES";;;;;;"2008-06-25";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"65 Rue Anatole France";;;59184;"";"France";;;;;1,2;50,556;2,88934;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
315;"NEOPOST LESQUIN CEDEX";;"LESQUIN CEDEX";;;;;;"2009-12-21";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"Rue d'Iena";"BP 159";;59811;"";"France";;;;;1,2;50,5864;3,11778;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
317;"PHARMACIE CARETTE HAZEBROUCK";;"HAZEBROUCK";;"S0";470;"INACTIF";48817561300014;"2011-09-09";"client";"Olivier DUBENSKI";;;;"PHARMACIE";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"39BIS RUE NATIONALE";;;59190;"";"France";;;;;1,2;50,7246;2,54008;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
318;"PHARMACIE DEMAILLY AULNOY LEZ VALENCIENNES";;"AULNOY LEZ VALENCIENNES";;"S0";467;"INACTIF";45324926000010;"2011-06-20";"client";"Olivier DUBENSKI";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"52 Bis rue René Mirland";;;59300;"";"France";;;;;1,2;50,3296;3,52711;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
319;"PHARMACIE HIVES VALENCIENNES";327462575;"VALENCIENNES";"PHARMACIE HIVES VALENCIENNES";;;;35081942100016;"1997-06-01";"suspect";"Matthieu COSSIAUX";;;;"Pharmacie";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"69 Rue de Famars";;;59300;"";"France";;;;;1,2;50,3554;3,52167;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
320;"PHARMACIE OSWALD ANICHE";;"ANICHE";;"S0";390;"INACTIF";49099077700016;"2007-10-10";"client";"Olivier DUBENSKI";;;;"Pharmacie";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"10-12 Place Jean Jaurès";;;59580;"";"France";;;;;1,2;50,3585;3,28065;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
321;"PIGEON VITALITY NORVEGE 341";;"NORVEGE 341";;;;;;"2010-02-12";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"SVINTEN 19";"PORSSGRUNN";;;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
322;"POLYCLINIQUE DU PARC - COMPTE PRATICIENS SAINT SAULVE";;"SAINT SAULVE";;;;;;"2010-11-30";"client";"Matthieu COSSIAUX";"Fiche a modifier";;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"48 Bis Rue Henri Barbusse";;;59880;"";"France";;;;;1,2;50,3723;3,54863;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
323;"POLYCLINIQUE VAUBAN - COMPTE PRATICIENS VALENCIENNES";;"VALENCIENNES";;;;;;"2010-07-22";"client";"Matthieu COSSIAUX";"Fiche a modifier";;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"10 Avenue de Vauban";;;59300;"";"France";;;;;1,2;50,3604;3,51265;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
324;"PROGIR MERIGNAC";556112444;"MERIGNAC";"PROGIR MERIGNAC";;;;41315530000044;"2013-11-28";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"3 RUE DU GOLF";"PARC INNOLIN";;33700;"";"France";;;;;1,2;44,8391;-0,680131;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
325;"RB DEVELOPPEMENT LILLE";;"LILLE";;;;;;"2013-11-14";"suspect";"Matthieu COSSIAUX";;;;;;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";;"NC";;"NC";0;;"83 BOULEVARD DE LA LIBERTE";;;59000;"";"France";;;;;1,2;50,6344;3,05764;;;;"actif";;;;"";;;"Euro";;0;;"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
