"TYPE";"Référence";"Désignation";"Etat";"Commentaire";"Prix d'achat dont ecotaxe";"EcoTaxe";"Eco Mobilier";"Type";"Fournisseur";"Fabriquant";"Catégorie";"Sous Catégorie";"Loyer";"Durée";"Visible sur le site";"EAN";"Description";"id_document_contrat :";"url image"
"PRODUIT PRINCIPAL";"28510HBG92449HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Exocervicale - 19 mm - convexe";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Exocervicale - 19 mm - convexe";2650;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";52,398454;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Exocervicale - 19 mm - convexe";;"https://www.hexamed-leasing.fr/33586-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-co2.jpg"
"PRODUIT PRINCIPAL";"28511HBG92449HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - petite";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - petite";2650;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";52,398454;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - petite";;"https://www.hexamed-leasing.fr/33586-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-co2.jpg"
"PRODUIT PRINCIPAL";"28512HBG92449HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - 25 mm - plate";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - 25 mm - plate";2650;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";52,398454;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - 25 mm - plate";;"https://www.hexamed-leasing.fr/33586-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-co2.jpg"
"PRODUIT PRINCIPAL";"28513HBG92449HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endocervicale - pour nullipare";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endocervicale - pour nullipare";2650;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";52,398454;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endocervicale - pour nullipare";;"https://www.hexamed-leasing.fr/33586-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-co2.jpg"
"PRODUIT PRINCIPAL";"28514HBG92449HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - large";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - large";2650;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";52,398454;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur CO2 - Endo/exocervicale - large";;"https://www.hexamed-leasing.fr/33586-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-co2.jpg"
"PRODUIT PRINCIPAL";"28515HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Micro - diamètre 2 mm";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Micro - diamètre 2 mm";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Micro - diamètre 2 mm";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28516HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 -  Lésion de la peau - larg 5 mm - angle 45°";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 -  Lésion de la peau - larg 5 mm - angle 45°";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 -  Lésion de la peau - larg 5 mm - angle 45°";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28517HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endocervicale - ronde";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endocervicale - ronde";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endocervicale - ronde";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28518HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Lésion de la peau - larg 8 mm - angle 45°";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Lésion de la peau - larg 8 mm - angle 45°";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Lésion de la peau - larg 8 mm - angle 45°";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28519HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Anorectale";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Anorectale";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Anorectale";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28520HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Exocervicale - 19 mm - plate";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Exocervicale - 19 mm - plate";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Exocervicale - 19 mm - plate";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28521HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Exocervicale - 19 mm - convexe";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Exocervicale - 19 mm - convexe";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Exocervicale - 19 mm - convexe";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28522HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - petite";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - petite";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - petite";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28523HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - 25 mm - plate";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - 25 mm - plate";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - 25 mm - plate";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28524HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endocervicale - pour nullipare";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endocervicale - pour nullipare";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endocervicale - pour nullipare";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28525HBG92451HBG";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - large";"actif";"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - large";3566,67;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";70,456853;60;"Oui";;"Système cryo-sonde MedGyn MGC-200 pour cryothérapie du col avec adaptateur N20 - Endo/exocervicale - large";;"https://www.hexamed-leasing.fr/33589-home_default/systeme-cryo-sonde-medgyn-mgc-200-pour-cryotherapie-du-col-avec-adaptateur-n20.jpg"
"PRODUIT PRINCIPAL";"28495HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Micro - diamètre 2 mm";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Micro - diamètre 2 mm";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Micro - diamètre 2 mm";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28496HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 -  Lésion de la peau - larg 5 mm - angle 45°";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 -  Lésion de la peau - larg 5 mm - angle 45°";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 -  Lésion de la peau - larg 5 mm - angle 45°";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28497HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endocervicale - ronde";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endocervicale - ronde";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endocervicale - ronde";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28498HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Lésion de la peau - larg 8 mm - angle 45°";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Lésion de la peau - larg 8 mm - angle 45°";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Lésion de la peau - larg 8 mm - angle 45°";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28499HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Anorectale";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Anorectale";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Anorectale";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28500HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Exocervicale - 19 mm - plate";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Exocervicale - 19 mm - plate";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Exocervicale - 19 mm - plate";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28501HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Exocervicale - 19 mm - convexe";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Exocervicale - 19 mm - convexe";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Exocervicale - 19 mm - convexe";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28502HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - petite";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - petite";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - petite";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28503HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - 25 mm - plate";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - 25 mm - plate";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - 25 mm - plate";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28504HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endocervicale - pour nullipare";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endocervicale - pour nullipare";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endocervicale - pour nullipare";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"28505HBG92450HBG";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - large";"actif";"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - large";362,5;0;0;"Portable";"SLI19120442";"HBG";"MEDICAL";"Instruments de cryothérapie";7,334704;60;"Oui";;"Canules de cryochirurgie pour le système cryo-sonde MedGyn MGC-200 - Endo/exocervicale - large";;"https://www.hexamed-leasing.fr/33591-home_default/canules-de-cryochirurgie-pour-le-systeme-cryo-sonde-medgyn-mgc-200.jpg"
"PRODUIT PRINCIPAL";"18287COP92452COP";"Étriers pour table d'examen 2 plans Ecopostural - Blanc";"actif";"Étriers pour table d'examen 2 plans Ecopostural - Blanc";250;0;0;"Portable";"SLI19120442";"Ecopostural";"MEDICAL";"Accessoires pour mobilier médical";5,118454;60;"Oui";;"Étriers pour table d'examen 2 plans Ecopostural - Blanc";;"https://www.hexamed-leasing.fr/33707-home_default/etriers-pour-table-d-examen-2-plans-ecopostural.jpg"
"PRODUIT PRINCIPAL";"28530COP92452COP";"Étriers pour table d'examen 2 plans Ecopostural - Argent";"actif";"Étriers pour table d'examen 2 plans Ecopostural - Argent";250;0;0;"Portable";"SLI19120442";"Ecopostural";"MEDICAL";"Accessoires pour mobilier médical";5,118454;60;"Oui";;"Étriers pour table d'examen 2 plans Ecopostural - Argent";;"https://www.hexamed-leasing.fr/33707-home_default/etriers-pour-table-d-examen-2-plans-ecopostural.jpg"
"PRODUIT PRINCIPAL";"22318CHI92456CHI";"Electrocardiographe ECG Schiller FT-1 Cardiovit (6 pistes) - Sans option interprétation";"actif";"Electrocardiographe ECG Schiller FT-1 Cardiovit (6 pistes) - Sans option interprétation";2495,83;0;0;"Portable";"SLI19120442";"Schiller";"MEDICAL";"Electrocardiographes ECG";49,361305;60;"Oui";;"Electrocardiographe ECG Schiller FT-1 Cardiovit (6 pistes) - Sans option interprétation";;"https://www.hexamed-leasing.fr/28698-home_default/electrocardiographe-ecg-schiller-ft-1-cardiovit-6-pistes.jpg"
"PRODUIT PRINCIPAL";"28541CHI92456CHI";"Electrocardiographe ECG Schiller FT-1 Cardiovit (6 pistes) - Avec option interprétation";"actif";"Electrocardiographe ECG Schiller FT-1 Cardiovit (6 pistes) - Avec option interprétation";2765,83;0;0;"Portable";"SLI19120442";"Schiller";"MEDICAL";"Electrocardiographes ECG";54,680305;60;"Oui";;"Electrocardiographe ECG Schiller FT-1 Cardiovit (6 pistes) - Avec option interprétation";;"https://www.hexamed-leasing.fr/28698-home_default/electrocardiographe-ecg-schiller-ft-1-cardiovit-6-pistes.jpg"
"PRODUIT PRINCIPAL";"28542VOG92457VOG";"Divan d'examen hydraulique Vog Médical Caix - 67 cm";"actif";"Divan d'examen hydraulique Vog Médical Caix - 67 cm";1254,17;0;0;"Fixe";"SLI19120442";"VOG MEDICAL";"MEDICAL";"Tables d'examen hydrauliques";26,209471;60;"Oui";;"Divan d'examen hydraulique Vog Médical Caix - 67 cm";;"https://www.hexamed-leasing.fr/33670-home_default/divan-d-examen-hydraulique-vog-medical-caix.jpg"
"PRODUIT PRINCIPAL";"28543VOG92457VOG";"Divan d'examen hydraulique Vog Médical Caix - 80 cm";"actif";"Divan d'examen hydraulique Vog Médical Caix - 80 cm";1287,5;0;0;"Fixe";"SLI19120442";"VOG MEDICAL";"MEDICAL";"Tables d'examen hydrauliques";26,866072;60;"Oui";;"Divan d'examen hydraulique Vog Médical Caix - 80 cm";;"https://www.hexamed-leasing.fr/33670-home_default/divan-d-examen-hydraulique-vog-medical-caix.jpg"
